key,summary,description,assignee
AIRFLOW-4932,key_file of hook is overwritten by SSHHook connection,"Currently in SSHHook key_file parameter which provided to hook is being overwritten by key_file defined as extra parameter in the connection.

This should be the other way around. The hook should overwrite the connection.",eladk
AIRFLOW-4931,Add KMS Encryption Configuration to BigQuery Hook and Operators,"One of the clients requires adding KMS encryption on BigQuery tables. 

Reference:

[https://cloud.google.com/bigquery/docs/reference/rest/v2/tables#ExternalDataConfiguration]",ryan.yuan
AIRFLOW-4930,"Druid hook sends json ingestion spec string using json= parameter of requests, not body=","Hi all, I recently tried to add druid ingestion task to my airflow DAG,

and found that druid hook for airflow is sending json string as `json=`, which makes druid coordinator impossible to parse the request body. [https://github.com/apache/airflow/blob/master/airflow/hooks/druid_hook.py#L71]

I changed it to send `json_index_spec` using `data=`, and my ingestion job worked as expected. I'm not sure whether this is a bug or environment specific issue. ",zxzl
AIRFLOW-4928,Remove redundant config parsing in DagBag ,"In DagBag, configuration file is parsed multiple times while this can be avoided. We can save the values we read in the object namespace and refer it within the instance.",serkef
AIRFLOW-4926,Fix example dags where its start_date is datetime.utcnow(),"Example dags with datetime.utcnow() start_date do not run tasks.

The solution is to change the start_date to a date where a period (execution_date + schedule_interval) can end.",feluelle
AIRFLOW-4925,Improve css style for Variables Input File Field in RBAC UI,,feluelle
AIRFLOW-4924,Loading DAGs asynchronously in Airflow webserver,"h2. Scalability Issue in Webserver

Airflow webserver uses gunicorn workers to serve HTTP requests. It loads all DAGs from DAG files before serving requests. If there are many DAGs (e.g., > 1,000), loading all DAGs can take a significant amount of time.

Airflow webserver also relies on restarting gunicorn workers to refresh all DAGs. This refreshing interval is set by webserver-worker_refresh_interval, default to 30s. As a result, if loading all DAGs takes >30s, the webserver will never be ready for HTTP requests.

The current solution is to skip loading DAGs by using env var SKIP_DAGS_PARSING. It makes the webserver work, but there is no DAG on the UI.
h2. Asynchronously DAG Loading

The solution here is to load DAGs asynchronously in the background. It creates a background process to load DAGs, stringifies DAGs, and sends DAGs to gunicorn worker process. The stringifying step is needed because some fields can not be pickled, e.g., locally defined functions and user defined modules. It aggressively transform all fields of DAG and task to be string-compatible.

This feature is enabled by webserver-async_dagbag_loader=True. The background process sends DAGs to gunicorn worker gradually (every webserver-dagbag_sync_interval). DAG refreshing interval is controlled by webserver-collect_dags_interval.

Asynchronous DAG loading has been released in Google Cloud Composer as an Alpha feature:
 [https://cloud.google.com/composer/docs/release-notes]
 [https://cloud.google.com/composer/docs/how-to/accessing/airflow-web-interface]

This issue is created to merge the feature to Airflow upstream.

 

 ",coufon
AIRFLOW-4923,Databricks hook leaks API secret in logs,"The databricks operator logs API keys during task instance run. The databricks operator implementation encourages users to put their API key in the connection ""extra"" field ([link to docstring|https://github.com/apache/airflow/blob/1.10.3/airflow/contrib/operators/databricks_operator.py#L201-L204]), and its accompanying databricks hook invokes BaseHook.get_connection(), which logs that ""extra"" field in plaintext via the [models.Connection.debug_info method|https://github.com/apache/airflow/blob/1.10.3/airflow/models/connection.py#L271-L280].

Links:
 * [BaseHook.get_connection|https://github.com/apache/airflow/blob/1.10.3/airflow/hooks/base_hook.py#L69-L84]
 * [DatabricksHook constructor invoking get_connection|https://github.com/apache/airflow/blob/1.10.3/airflow/contrib/hooks/databricks_hook.py#L65]
 * [BaseHook.debug_info|https://github.com/apache/airflow/blob/1.10.3/airflow/models/connection.py#L271-L280]

One potential fix would be to allow the operator to emit bearer token headers if the token is saved to the password field and/or a flag is set in ""extra"".

As an immediate workaround, users can just specify the username and API token as the password and the API appears to work.",neilp90
AIRFLOW-4920,cgi.escape used in QueryView was removed in Python 3.8,"QueryView uses AceEditorWidget form which uses cgi.escape. cgi.escape was deprecated since Python 3.3 and removed in 3.8. It's recommended to use html.escape. cgi.escape can still be available for Python 2 compatibility.

Sample warning in Python 3.7 :
{code:java}
/home/karthi/airflow/airflow/www/utils.py:442: DeprecationWarning: cgi.escape is deprecated, use html.escape instead
  contents=escape(text_type(field._value())),
{code}
CPython issue : [https://bugs.python.org/issue33843]

I will create a PR for this issue.",xtreak
AIRFLOW-4919,Add 'dataproc_properties' parameter to templated fields of DataProcJobBaseOperator child classes,"Properties in Dataproc jobs have a need for templating in cases of default values and other labeling properties, such as macro dates. 

dataproc_pig_properties in DataProcPigOperator

dataproc_hive_properties in DataProcHiveOperator

dataproc_spark_properties in DataProcSparkSqlOperator

dataproc_hadoop_properties in DataProcHadoopOperator

Additionally, should add generic dataproc_properties to each as templated_field. 

Update py docs to include that it is templated.",eladk
AIRFLOW-4916,delete dag from experimental API,"Currently, I have to use web interface if I want ot delete a DAG or use a hack like this :
{code:java}
curl -X POST airflow:8080/admin/airflow/delete?dag_id=<dag_id>
{code}
 

Expected :

I want to be able to delete a dag like this :
{code:java}
curl -X DELETE airflow:8080/api/experimental/dags/<DAG_ID>{code}",fcussac
AIRFLOW-4915,Support backfill through Airflow UI,Support a way to backfill DAGs through Airflow UI.,milton0825
AIRFLOW-4914,Submit backfill request through REST endpoint,Support submitting backfill request through REST endpoint.,milton0825
AIRFLOW-4913,Backfill through scheduler,"Currently Airflow backfill has its own scheduling logic other than the core scheduler. Since the backfill process might not be long running, often times we may find out later that the backfill process failed and exited in the middle. However, core scheduler is guaranteed (?) to be long running and would be great if there is a way to backfill through core scheduler.

Later we can support user submit backfill request through REST endpoint and then through Airflow UI.",milton0825
AIRFLOW-4911,Silence the FORBIDDEN errors from the KubernetesExecutor,"Right now the {{KubernetesExecutor}} throws an error when it hits a quota limit. It is gracefully handled, but we should also stop showing these errors since they are show front-and-center in the log view now. This will probably confuse folks and lead to an awkward user experience.",a_soldatenko
AIRFLOW-4910,KuberenetesExecutor - KubernetesJobWatcher can silently fail,"After not monitoring Airflow for a while, I noticed that tasks had not been running for several days.

My setup: Scheduler and web-server running in one pod, with KubernetesExecutor. 4 different DAGs, none of them very large: 1 running once per day, 2 every 30 mins and 1 every 2 minutes.

Airflow had log messages such as these:
{code:java}
{{jobs.py:1144}} INFO - Figuring out tasks to run in Pool(name=None) with 128 open slots and 179 task instances in queue{code}
{code:java}
{{jobs.py:1210}} DEBUG - Not handling task ('example_python_operator', 'print_the_context', datetime.datetime(2019, 6, 7, 0, 0, tzinfo=<TimezoneInfo [UTC, GMT, +00:00:00, STD]>), 1) as the executor reports it is running{code}
... and a bit further down:
{code:java}
{{base_executor.py:124}} DEBUG - 32 running task instances{code}
In the Kubernetes cluster, there were no pods created by Airflow (they'd all finished and been deleted).

After digging into the logs around the time at which jobs stopped progressing, I noticed that at this point in time the KubernetesJobWatcher stopped logging the state changes of pods - even though I could see log messages for new pods being created.

It's hard to tell why this happened - if the subprocess running the job watcher died it should have been detected in the [heartbeat|https://github.com/apache/airflow/blob/1.10.3/airflow/contrib/executors/kubernetes_executor.py#L442]. If the [Watch threw an exception|https://github.com/apache/airflow/blob/1.10.3/airflow/contrib/executors/kubernetes_executor.py#L295], there should have been logs (which there weren't) and then it should have restarted.

I have a few theories as to what might have happened:
 # The Watch hung indefinitely - although I can't see any issues against the Kubernetes python client that suggest other people have had this issue
 # The KubernetesJobWatcher died, but the heartbeat was not functioning correctly
 # The Watcher experienced a large gap between watch requests meaning some relevant events were ""lost"" leaving the respective tasks in the ""running"" state

Unfortunately I dont have the answers, so I'm posting this in the hope someone has some additional insight.

As a side note - Im using Kubernetes Client version 9.0.0

My only suggestion for a fix is to periodically check what Pods are actually running, and reconcile that against the ""running"" queue in the executor and maybe force-restart the job watcher if the state has diverged).",dimberman
